Filename,Name,Flairtext,Abbreviated,File,Sheet,Row,Col,Index,Subsort,Division,Conference,Subconference,Conf,Confsort,Selectdisplay,Selectflair,Selectinline,Shortcutflair,Shortcutinline,Shortcutletter,Width,Height,Flair,Flair1,Flair2
oralroberts,Oral Roberts Golden Eagles,Oral Roberts Golden Eagles,Oral Roberts,D1,1,30,6,2,1,D1,The Summit,None,sum,0,TRUE,TRUE,TRUE,oralroberts,#f/oralroberts,None,60,60,oralroberts,oralroberts-sheet1-row30-col06,oralroberts-2sht1-2rw30-2cl06
southdakota,South Dakota Coyotes,South Dakota Coyotes,South Dakota,D1,1,30,7,2,1,D1,The Summit,None,sum,0,TRUE,TRUE,TRUE,southdakota,#f/southdakota,None,60,60,southdakota,southdakota-sheet1-row30-col07,southdakota-2sht1-2rw30-2cl07
southdakotastate,South Dakota State Jackrabbits,South Dakota State Jackrabbits,South Dakota State,D1,1,30,8,2,1,D1,The Summit,None,sum,0,TRUE,TRUE,TRUE,southdakotastate,#f/southdakotastate,None,60,60,southdakotastate,southdakotastate-sheet1-row30-col08,southdakotastate-2sht1-2rw30-2cl08
westernillinois,Western Illinois Leathernecks,Western Illinois Leathernecks,Western Illinois,D1,1,30,9,2,1,D1,The Summit,None,sum,0,TRUE,TRUE,TRUE,westernillinois,#f/westernillinois,None,60,60,westernillinois,westernillinois-sheet1-row30-col09,westernillinois-2sht1-2rw30-2cl09
appalachianstate,Appalachian State Mountaineers,Appalachian State Mountaineers,Appalachian State,D1,1,31,1,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,appalachianstate,#f/appalachianstate,None,60,60,appalachianstate,appalachianstate-sheet1-row31-col01,appalachianstate-2sht1-2rw31-2cl01
littlerock,Little Rock Trojans,Little Rock Trojans,Little Rock,D1,1,31,2,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,littlerock,#f/littlerock,None,60,60,littlerock,littlerock-sheet1-row31-col02,littlerock-2sht1-2rw31-2cl02
arkansasstate,Arkansas State Red Wolves,Arkansas State Red Wolves,Arkansas State,D1,1,31,3,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,arkansasstate,#f/arkansasstate,None,60,60,arkansasstate,arkansasstate-sheet1-row31-col03,arkansasstate-2sht1-2rw31-2cl03
georgiasouthern,Georgia Southern Eagles,Georgia Southern Eagles,Georgia Southern,D1,1,31,4,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,georgiasouthern,#f/georgiasouthern,None,60,60,georgiasouthern,georgiasouthern-sheet1-row31-col04,georgiasouthern-2sht1-2rw31-2cl04
georgiastate,Georgia State Panthers,Georgia State Panthers,Georgia State,D1,1,31,5,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,georgiastate,#f/georgiastate,None,60,60,georgiastate,georgiastate-sheet1-row31-col05,georgiastate-2sht1-2rw31-2cl05
louisianalafayette,Louisiana-Lafayette Ragin' Cajuns,Louisiana-Lafayette Ragin' Cajuns,Louisiana-Lafayette,D1,1,31,6,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,louisianalafayette,#f/louisianalafayette,None,60,60,louisianalafayette,louisianalafayette-sheet1-row31-col06,louisianalafayette-2sht1-2rw31-2cl06
louisianamonroe,Louisiana-Monroe Warhawks,Louisiana-Monroe Warhawks,Louisiana-Monroe,D1,1,31,7,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,louisianamonroe,#f/louisianamonroe,None,60,60,louisianamonroe,louisianamonroe-sheet1-row31-col07,louisianamonroe-2sht1-2rw31-2cl07
utarlington,UT-Arlington Mavericks,UT-Arlington Mavericks,UT-Arlington,D1,1,31,8,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,utarlington,#f/utarlington,None,60,60,utarlington,utarlington-sheet1-row31-col08,utarlington-2sht1-2rw31-2cl08
southalabama,South Alabama Jaguars,South Alabama Jaguars,South Alabama,D1,1,31,9,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,southalabama,#f/southalabama,None,60,60,southalabama,southalabama-sheet1-row31-col09,southalabama-2sht1-2rw31-2cl09
texasstate,Texas State Bobcats,Texas State Bobcats,Texas State,D1,1,31,10,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,texasstate,#f/texasstate,None,60,60,texasstate,texasstate-sheet1-row31-col10,texasstate-2sht1-2rw31-2cl10
troy,Troy Trojans,Troy Trojans,Troy,D1,1,31,11,2,1,D1,Sun Belt,None,sb,0,TRUE,TRUE,TRUE,troy,#f/troy,None,60,60,troy,troy-sheet1-row31-col11,troy-2sht1-2rw31-2cl11
byu,BYU Cougars,BYU Cougars,BYU,D1,1,32,1,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,byu,#f/byu,None,60,60,byu,byu-sheet1-row32-col01,byu-2sht1-2rw32-2cl01
gonzaga,Gonzaga Bulldogs,Gonzaga Bulldogs,Gonzaga,D1,1,32,2,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,gonzaga,#f/gonzaga,None,60,60,gonzaga,gonzaga-sheet1-row32-col02,gonzaga-2sht1-2rw32-2cl02
loyolamarymount,Loyola Marymount Lions,Loyola Marymount Lions,Loyola Marymount,D1,1,32,3,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,loyolamarymount,#f/loyolamarymount,None,60,60,loyolamarymount,loyolamarymount-sheet1-row32-col03,loyolamarymount-2sht1-2rw32-2cl03
pacific,Pacific Tigers,Pacific Tigers,Pacific,D1,1,32,4,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,pacific,#f/pacific,None,60,60,pacific,pacific-sheet1-row32-col04,pacific-2sht1-2rw32-2cl04
pepperdine,Pepperdine Waves,Pepperdine Waves,Pepperdine,D1,1,32,5,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,pepperdine,#f/pepperdine,None,60,60,pepperdine,pepperdine-sheet1-row32-col05,pepperdine-2sht1-2rw32-2cl05
portland,Portland Pilots,Portland Pilots,Portland,D1,1,32,6,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,portland,#f/portland,None,60,60,portland,portland-sheet1-row32-col06,portland-2sht1-2rw32-2cl06
stmarys,St. Mary's Gaels,St. Mary's Gaels,St. Mary's,D1,1,32,7,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,stmarys,#f/stmarys,None,60,60,stmarys,stmarys-sheet1-row32-col07,stmarys-2sht1-2rw32-2cl07
sandiego,San Diego Toreros,San Diego Toreros,San Diego,D1,1,32,8,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,sandiego,#f/sandiego,None,60,60,sandiego,sandiego-sheet1-row32-col08,sandiego-2sht1-2rw32-2cl08
sanfrancisco,San Francisco Dons,San Francisco Dons,San Francisco,D1,1,32,9,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,sanfrancisco,#f/sanfrancisco,None,60,60,sanfrancisco,sanfrancisco-sheet1-row32-col09,sanfrancisco-2sht1-2rw32-2cl09
santaclara,Santa Clara Broncos,Santa Clara Broncos,Santa Clara,D1,1,32,10,2,1,D1,West Coast,None,wc,0,TRUE,TRUE,TRUE,santaclara,#f/santaclara,None,60,60,santaclara,santaclara-sheet1-row32-col10,santaclara-2sht1-2rw32-2cl10
csub,Cal State Bakersfield Roadrunners,Cal State Bakersfield Roadrunners,Cal State Bakersfield,D1,1,33,1,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,csub,#f/csub,None,60,60,csub,csub-sheet1-row33-col01,csub-2sht1-2rw33-2cl01
chicagostate,Chicago State Cougars,Chicago State Cougars,Chicago State,D1,1,33,2,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,chicagostate,#f/chicagostate,None,60,60,chicagostate,chicagostate-sheet1-row33-col02,chicagostate-2sht1-2rw33-2cl02
grandcanyon,Grand Canyon Antelopes,Grand Canyon Antelopes,Grand Canyon,D1,1,33,3,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,grandcanyon,#f/grandcanyon,None,60,60,grandcanyon,grandcanyon-sheet1-row33-col03,grandcanyon-2sht1-2rw33-2cl03
umkc,UMKC Kangaroos,UMKC Kangaroos,UMKC,D1,1,33,4,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,umkc,#f/umkc,None,60,60,umkc,umkc-sheet1-row33-col04,umkc-2sht1-2rw33-2cl04
newmexicostate,New Mexico State Aggies,New Mexico State Aggies,New Mexico State,D1,1,33,5,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,newmexicostate,#f/newmexicostate,None,60,60,newmexicostate,newmexicostate-sheet1-row33-col05,newmexicostate-2sht1-2rw33-2cl05
seattle,Seattle Redhawks,Seattle Redhawks,Seattle,D1,1,33,6,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,seattle,#f/seattle,None,60,60,seattle,seattle-sheet1-row33-col06,seattle-2sht1-2rw33-2cl06
utahvalley,Utah Valley Wolverines,Utah Valley Wolverines,Utah Valley,D1,1,33,7,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,utahvalley,#f/utahvalley,None,60,60,utahvalley,utahvalley-sheet1-row33-col07,utahvalley-2sht1-2rw33-2cl07
texasriograndevalley,Texas-Rio Grande Valley Vaqueros,Texas-Rio Grande Valley Vaqueros,Texas-Rio Grande Valley,D1,1,33,8,2,1,D1,WAC,None,WAC,0,TRUE,TRUE,TRUE,texasriograndevalley,#f/texasriograndevalley,None,60,60,texasriograndevalley,texasriograndevalley-sheet1-row33-col08,texasriograndevalley-2sht1-2rw33-2cl08
ncaa,NCAA,NCAA,NCAA,D1,1,34,1,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,ncaa,#l/ncaa,None,60,60,ncaa,ncaa-sheet1-row34-col01,ncaa-2sht1-2rw34-2cl01
americaeast,America East,America East,America East,D1,1,34,2,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,americaeast,#l/americaeast,None,60,60,americaeast,americaeast-sheet1-row34-col02,americaeast-2sht1-2rw34-2cl02
aac,American,American,American,D1,1,34,3,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,aac,#l/aac,None,60,60,aac,aac-sheet1-row34-col03,aac-2sht1-2rw34-2cl03
acc,ACC,ACC,ACC,D1,1,34,4,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,acc,#l/acc,None,60,60,acc,acc-sheet1-row34-col04,acc-2sht1-2rw34-2cl04
asun,Atlantic Sun,Atlantic Sun,Atlantic Sun,D1,1,34,5,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,asun,#l/asun,None,60,60,asun,asun-sheet1-row34-col05,asun-2sht1-2rw34-2cl05
atlantic10,A-10,A-10,A-10,D1,1,34,6,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,atlantic10,#l/atlantic10,None,60,60,atlantic10,atlantic10-sheet1-row34-col06,atlantic10-2sht1-2rw34-2cl06
bigeast,Big East,Big East,Big East,D1,1,34,7,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,bigeast,#l/bigeast,None,60,60,bigeast,bigeast-sheet1-row34-col07,bigeast-2sht1-2rw34-2cl07
bigsky,Big Sky,Big Sky,Big Sky,D1,1,34,8,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,bigsky,#l/bigsky,None,60,60,bigsky,bigsky-sheet1-row34-col08,bigsky-2sht1-2rw34-2cl08
bigsouth,Big South,Big South,Big South,D1,1,34,9,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,bigsouth,#l/bigsouth,None,60,60,bigsouth,bigsouth-sheet1-row34-col09,bigsouth-2sht1-2rw34-2cl09
bigten,Big Ten,Big Ten,Big Ten,D1,1,34,10,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,bigten,#l/bigten,None,60,60,bigten,bigten-sheet1-row34-col10,bigten-2sht1-2rw34-2cl10
big12,Big 12,Big 12,Big 12,D1,1,34,11,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,big12,#l/big12,None,60,60,big12,big12-sheet1-row34-col11,big12-2sht1-2rw34-2cl11
bigwest,Big West,Big West,Big West,D1,1,34,12,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,bigwest,#l/bigwest,None,60,60,bigwest,bigwest-sheet1-row34-col12,bigwest-2sht1-2rw34-2cl12
caa,CAA,CAA,CAA,D1,1,34,13,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,caa,#l/caa,None,60,60,caa,caa-sheet1-row34-col13,caa-2sht1-2rw34-2cl13
cusa,Conference USA,Conference USA,C-USA,D1,1,34,14,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,cusa,#l/cusa,None,60,60,cusa,cusa-sheet1-row34-col14,cusa-2sht1-2rw34-2cl14
horizon,Horizon League,Horizon League,Horizon,D1,1,34,15,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,horizon,#l/horizon,None,60,60,horizon,horizon-sheet1-row34-col15,horizon-2sht1-2rw34-2cl15
ivy,Ivy League,Ivy League,Ivy League,D1,1,34,16,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,ivy,#l/ivy,None,60,60,ivy,ivy-sheet1-row34-col16,ivy-2sht1-2rw34-2cl16
maac,MAAC,MAAC,MAAC,D1,1,34,17,2,1,Logos,Conferences,None,conf,0,TRUE,FALSE,TRUE,maac,#l/maac,None,60,60,maac,maac-sheet1-row34-col17,maac-2sht1-2rw34-2cl17
mac,MAC,MAC,MAC,D1,1,35,1,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,mac,#l/mac,None,60,60,mac,mac-sheet1-row35-col01,mac-2sht1-2rw35-2cl01
meac,MEAC,MEAC,MEAC,D1,1,35,2,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,meac,#l/meac,None,60,60,meac,meac-sheet1-row35-col02,meac-2sht1-2rw35-2cl02
mvc,Missouri Valley,Missouri Valley,Missouri Valley,D1,1,35,3,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,mvc,#l/mvc,None,60,60,mvc,mvc-sheet1-row35-col03,mvc-2sht1-2rw35-2cl03
mwc,Mountain West,Mountain West,Mountain West,D1,1,35,4,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,mwc,#l/mwc,None,60,60,mwc,mwc-sheet1-row35-col04,mwc-2sht1-2rw35-2cl04
nec,Northeast,Northeast,Northeast,D1,1,35,5,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,northeast,#l/northeast,None,60,60,northeast,nec-sheet1-row35-col05,nec-2sht1-2rw35-2cl05
ovc,Ohio Valley,Ohio Valley,Ohio Valley,D1,1,35,6,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,ovc,#l/ovc,None,60,60,ovc,ovc-sheet1-row35-col06,ovc-2sht1-2rw35-2cl06
pac12,Pac-12,Pac-12,Pac-12,D1,1,35,7,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,pac12,#l/pac12,None,60,60,pac12,pac12-sheet1-row35-col07,pac12-2sht1-2rw35-2cl07
patriot,Patriot,Patriot,Patriot,D1,1,35,8,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,patriot,#l/patriot,None,60,60,patriot,patriot-sheet1-row35-col08,patriot-2sht1-2rw35-2cl08
sec,SEC,SEC,SEC,D1,1,35,9,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,sec,#l/sec,None,60,60,sec,sec-sheet1-row35-col09,sec-2sht1-2rw35-2cl09
socon,Southern,Southern,Southern,D1,1,35,10,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,socon,#l/socon,None,60,60,socon,socon-sheet1-row35-col10,socon-2sht1-2rw35-2cl10
southland,Southland,Southland,Southland,D1,1,35,11,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,southland,#l/southland,None,60,60,southland,southland-sheet1-row35-col11,southland-2sht1-2rw35-2cl11
swac,SWAC,SWAC,SWAC,D1,1,35,12,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,swac,#l/swac,None,60,60,swac,swac-sheet1-row35-col12,swac-2sht1-2rw35-2cl12
summit,The Summit,The Summit,The Summit,D1,1,35,13,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,summit,#l/summit,None,60,60,summit,summit-sheet1-row35-col13,summit-2sht1-2rw35-2cl13
sunbelt,Sun Belt,Sun Belt,Sun Belt,D1,1,35,14,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,sunbelt,#l/sunbelt,None,60,60,sunbelt,sunbelt-sheet1-row35-col14,sunbelt-2sht1-2rw35-2cl14
wcc,West Coast,West Coast,West Coast,D1,1,35,15,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,wcc,#l/wcc,None,60,60,wcc,wcc-sheet1-row35-col15,wcc-2sht1-2rw35-2cl15
wac,WAC,WAC,WAC,D1,1,35,16,2,1,Logos,Conferences2,None,conf2,0,TRUE,FALSE,TRUE,wac,#l/wac,None,60,60,wac,wac-sheet1-row35-col16,wac-2sht1-2rw35-2cl16
abc,ABC,ABC,ABC,D1,1,36,1,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,abc,#l/abc,None,60,60,abc,abc-sheet1-row36-col01,abc-2sht1-2rw36-2cl01
accn,ACC Network,ACC Network,ACCN,D1,1,36,2,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,accn,#l/accn,None,60,60,accn,accn-sheet1-row36-col02,accn-2sht1-2rw36-2cl02
btn,Big Ten Network,Big Ten Network,BTN,D1,1,36,3,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,btn,#l/btn,None,60,60,btn,btn-sheet1-row36-col03,btn-2sht1-2rw36-2cl03
cbs,CBS,CBS,CBS,D1,1,36,4,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,cbs,#l/cbs,None,60,60,cbs,cbs-sheet1-row36-col04,cbs-2sht1-2rw36-2cl04
cbssn,CBS Sports Network,CBS Sports Network,CBSSN,D1,1,36,5,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,cbssn,#l/cbssn,None,60,60,cbssn,cbssn-sheet1-row36-col05,cbssn-2sht1-2rw36-2cl05
espn,ESPN,ESPN,ESPN,D1,1,36,6,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,espn,#l/espn,None,60,60,espn,espn-sheet1-row36-col06,espn-2sht1-2rw36-2cl06
espn2,ESPN2,ESPN2,ESPN2,D1,1,36,7,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,espn2,#l/espn2,None,60,60,espn2,espn2-sheet1-row36-col07,espn2-2sht1-2rw36-2cl07
espnu,ESPNU,ESPNU,ESPNU,D1,1,36,8,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,espnu,#l/espnu,None,60,60,espnu,espnu-sheet1-row36-col08,espnu-2sht1-2rw36-2cl08
fox,FOX,FOX,FOX,D1,1,36,9,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,fox,#l/fox,None,60,60,fox,fox-sheet1-row36-col09,fox-2sht1-2rw36-2cl09
fs1,Fox Sports 1,Fox Sports 1,FS1,D1,1,36,10,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,fs1,#l/fs1,None,60,60,fs1,fs1-sheet1-row36-col10,fs1-2sht1-2rw36-2cl10
fsn,Fox Sports Network,Fox Sports Network,FSN,D1,1,36,11,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,fsn,#l/fsn,None,60,60,fsn,fsn-sheet1-row36-col11,fsn-2sht1-2rw36-2cl11
lhn,Longhorn Network,Longhorn Network,Longhorn Network,D1,1,36,12,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,lhn,#l/lhn,None,60,60,lhn,lhn-sheet1-row36-col12,lhn-2sht1-2rw36-2cl12
nbc,NBC,NBC,NBC,D1,1,36,13,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,nbc,#l/nbc,None,60,60,nbc,nbc-sheet1-row36-col13,nbc-2sht1-2rw36-2cl13
nbcsn,NBC Sports Network,NBC Sports Network,NBCSN,D1,1,36,14,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,nbcsn,#l/nbcsn,None,60,60,nbcsn,nbcsn-sheet1-row36-col14,nbcsn-2sht1-2rw36-2cl14
p12n,Pac-12 Network,Pac-12 Network,Pac-12 Network,D1,1,36,15,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,p12n,#l/p12n,None,60,60,p12n,p12n-sheet1-row36-col15,p12n-2sht1-2rw36-2cl15
secn,SEC Network,SEC Network,SECN,D1,1,36,16,2,1,Logos,Media,None,media,0,TRUE,FALSE,TRUE,secn,#l/secn,None,60,60,secn,secn-sheet1-row36-col16,secn-2sht1-2rw36-2cl16
ap,AP,AP,AP,D1,1,37,1,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,ap,#l/ap,None,60,60,ap,ap-sheet1-row37-col01,ap-2sht1-2rw37-2cl01
byutv,BYUtv,BYUtv,BYUtv,D1,1,37,2,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,byutv,#l/byutv,None,60,60,byutv,byutv-sheet1-row37-col02,byutv-2sht1-2rw37-2cl02
espnclassic,ESPN Classic,ESPN Classic,ESPN Classic,D1,1,37,3,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,espnclassic,#l/espnclassic,None,60,60,espnclassic,espnclassic-sheet1-row37-col03,espnclassic-2sht1-2rw37-2cl03
espng,ESPN College Extra,ESPN College Extra,ESPN College Extra,D1,1,37,4,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,espng,#l/espng,None,60,60,espng,espng-sheet1-row37-col04,espng-2sht1-2rw37-2cl04
espn3,ESPN3,ESPN3,ESPN3,D1,1,37,5,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,espn3,#l/espn3,None,60,60,espn3,espn3-sheet1-row37-col05,espn3-2sht1-2rw37-2cl05
espnews,ESPNews,ESPNews,ESPNews,D1,1,37,6,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,espnews,#l/espnews,None,60,60,espnews,espnews-sheet1-row37-col06,espnews-2sht1-2rw37-2cl06
si,Sports Illustrated,Sports Illustrated,SI,D1,1,37,7,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,si,#l/si,None,60,60,si,si-sheet1-row37-col07,si-2sht1-2rw37-2cl07
wespn,Watch ESPN,Watch ESPN,Watch ESPN,D1,1,37,8,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,wespn,#l/wespn,None,60,60,wespn,wespn-sheet1-row37-col08,wespn-2sht1-2rw37-2cl08
yahoo,Yahoo Sports,Yahoo Sports,Yahoo Sports,D1,1,37,9,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,yahoo,#l/yahoo,None,60,60,yahoo,yahoo-sheet1-row37-col09,yahoo-2sht1-2rw37-2cl09
2016finalfour,2016 Final Four,2016 Final Four,2016 Final Four,D1,1,37,10,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,2016finalfour,#l/2016finalfour,None,60,60,2016finalfour,2016finalfour-sheet1-row37-col10,2016finalfour-2sht1-2rw37-2cl10
marchmadness,March Madness,March Madness,March Madness,D1,1,37,11,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,marchmadness,#l/marchmadness,None,60,60,marchmadness,marchmadness-sheet1-row37-col11,marchmadness-2sht1-2rw37-2cl11
collegegameday,College Gameday,College Gameday,College Gameday,D1,1,37,12,2,1,Logos,Other Media,None,omedia,0,TRUE,FALSE,TRUE,collegegameday,#l/collegegameday,None,60,60,collegegameday,collegegameday-sheet1-row37-col12,collegegameday-2sht1-2rw37-2cl12
